date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,rangers_mask,temp,islanders_wins,islanders_losses,islanders_num_events,islanders_ties,islanders_mask,devils_wins,devils_losses,devils_num_events,devils_ties,devils_mask,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,knicks_mask,mets_wins,mets_losses,mets_num_events,mets_ties,mets_mask,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,yankees_mask,giants_wins,giants_losses,giants_num_events,giants_ties,giants_mask,jets_wins,jets_losses,jets_num_events,jets_ties,jets_mask,nets_wins,nets_losses,nets_num_events,nets_ties,nets_mask,num_events,sum_wins,sum_losses,sports_composite,composite_mask,p_win,p_loss,rangers_pe,rangers_pe_with_na,islanders_pe,islanders_pe_with_na,devils_pe,devils_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,old_sum_pe,mean_pe
23/11/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,-0.65276078,-0.65276078,0,,0,,0,,0,,0.455215631,0.455215631,-0.197545149,-0.65276078,-0.197545149,-0.098772574
24/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
25/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,1,1,0,1,0,1,3,3,0,3,0,1,0,0,,0,,0,,0.412515298,0.412515298,0,,0,,0.456225369,0.456225369,0,,0.409694068,0.409694068,1.278434735,0.868740667,1.278434735,0.426144912
26/11/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,-0.628736232,-0.628736232,0,,0,,0,,0,,0.368724661,0.368724661,-0.260011571,-0.628736232,-0.260011571,-0.130005785
27/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
28/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,2,0,2,0,1,0,0,,0,,0,,0.434137391,0.434137391,0,,0,,0,,0,,0.331852195,0.331852195,0.765989586,0.434137391,0.765989586,0.382994793
29/11/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
30/11/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,2,0,2,0,1,0,0,,0,,0,,0.390723652,0.390723652,0,,0,,0,,0,,0.298666976,0.298666976,0.689390628,0.390723652,0.689390628,0.344695314
01/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.731199722,-0.731199722,-0.731199722,0,-0.731199722,-0.731199722
02/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,1,0,1,0,1,,,,,1,2,2,0,2,0,1,0,0,,0,,0,,0.351651287,0.351651287,0,,0,,0,,0.616131137,0.616131137,0,,0.967782424,0.351651287,0.967782424,0.483891212
03/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,-0.589397168,-0.589397168,0,,0,,-0.589397168,-0.589397168,-0.589397168,-0.589397168
04/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.65807975,-0.65807975,-0.65807975,0,-0.65807975,-0.65807975
05/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,1,0,1,0,1,0,0,,0,,0,,0.316486158,0.316486158,0,,0,,0,,0,,0,,0.316486158,0.316486158,0.316486158,0.316486158
06/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,1,0,1,0,1,0,0,,0,,0,,0.284837543,0.284837543,0,,0,,0,,0,,0,,0.284837543,0.284837543,0.284837543,0.284837543
07/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.592271775,-0.592271775,-0.592271775,0,-0.592271775,-0.592271775
08/12/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,-0.743646212,-0.743646212,0,,0,,0,,0,,0,,-0.743646212,-0.743646212,-0.743646212,-0.743646212
09/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,4,3,1,2,0,0.75,0.25,0,,0,,0,,0.330718409,0.330718409,0,,0,,0.469542549,0.469542549,0.554518023,0.554518023,-0.533044597,-0.533044597,0.821734384,0.800260958,0.821734384,0.205433596
10/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
11/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.297646568,0.297646568,0,,0,,0,,0,,-0.479740138,-0.479740138,-0.182093569,0.297646568,-0.182093569,-0.091046785
12/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0.568233876,0.568233876,0.568233876,0,0.568233876,0.568233876
13/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,1,0,1,0,1,0,0,,0,,0,,0.267881912,0.267881912,0,,0,,0,,0,,0,,0.267881912,0.267881912,0.267881912,0.267881912
14/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0.511410489,0.511410489,0.511410489,0,0.511410489,0.511410489
15/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.24109372,0.24109372,0,,0,,0,,0,,-0.53973056,-0.53973056,-0.29863684,0.24109372,-0.29863684,-0.14931842
16/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,0,1,1,0,1,,,,,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,-0.577411706,-0.577411706,0,,0,,-0.577411706,-0.577411706,-0.577411706,-0.577411706
17/12/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,0,1,1,0,1,,,,,1,2,0,2,-2,0,0,1,0,,0,,0,,-0.783015652,-0.783015652,0,,0,,0,,-0.500933779,-0.500933779,0,,-1.283949431,-0.783015652,-1.283949431,-0.641974715
18/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.485757504,-0.485757504,-0.485757504,0,-0.485757504,-0.485757504
19/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.295285914,0.295285914,0,,0,,0,,0,,-0.437181754,-0.437181754,-0.14189584,0.295285914,-0.14189584,-0.07094792
20/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
21/12/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,1,0,1,-1,0,0,1,0,,0,,0,,-0.734242678,-0.734242678,0,,0,,0,,0,,0,,-0.734242678,-0.734242678,-0.734242678,-0.734242678
22/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
23/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,4,2,2,0,0,0.5,0.5,0,,0,,0,,0.33918159,0.33918159,0,,0,,-0.519670535,-0.519670535,-0.450840401,-0.450840401,0.606536422,0.606536422,-0.024792925,-0.180488945,-0.024792925,-0.006198231
24/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
25/12/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,0,2,-2,0,0,1,0,,0,,0,,-0.694736569,-0.694736569,0,,0,,0,,0,,-0.454117221,-0.454117221,-1.14885379,-0.694736569,-1.14885379,-0.574426895
26/12/2012,,,,,0,1,,,,,0,,,,,0,1,0,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,0,1,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0.374737088,0.374737088,0,,0,,0,,0,,-0.408705499,-0.408705499,-0.033968411,0.374737088,-0.033968411,-0.016984205
27/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,1,,,,,0,,,,,0,,,,,1,,,,,1,,,,,1,0,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,
28/12/2012,,,,,0,1,,,,,0,,,,,0,0,1,1,0,1,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,-0.662736621,-0.662736621,0,,0,,0,,0,,0.632165051,0.632165051,-0.03057157,-0.662736621,-0.03057157,-0.015285785
29/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,1,,,,,1,1,0,1,0,1,1,1,0,1,0,1,0,0,,0,,0,,0,,0,,0,,0,,0,,0.568948546,0.568948546,0.568948546,0,0.568948546,0.568948546
30/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,1,0,1,0,1,0,1,1,0,1,,,,,1,2,1,1,0,0,0.5,0.5,0,,0,,0,,0,,0,,0,,0.532296518,0.532296518,-0.405756361,-0.405756361,0,,0.126540157,0.532296518,0.126540157,0.063270079
31/12/2012,,,,,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,0,1,1,0,1,1,0,1,-1,0,0,1,0,,0,,0,,0,,0,,0,,0,,0,,-0.487946308,-0.487946308,-0.487946308,0,-0.487946308,-0.487946308
