date,rangers_wins,rangers_losses,rangers_num_events,rangers_ties,temp,knicks_wins,knicks_losses,knicks_num_events,knicks_ties,mets_wins,mets_losses,mets_num_events,mets_ties,yankees_wins,yankees_losses,yankees_num_events,yankees_ties,giants_wins,giants_losses,giants_num_events,giants_ties,jets_wins,jets_losses,jets_num_events,jets_ties,nets_wins,nets_losses,nets_num_events,nets_ties,num_events,sum_wins,sum_losses,sports_composite,p_win,p_loss,rangers_pe,rangers_pe_with_na,knicks_pe,knicks_pe_with_na,mets_pe,mets_pe_with_na,yankees_pe,yankees_pe_with_na,giants_pe,giants_pe_with_na,jets_pe,jets_pe_with_na,nets_pe,nets_pe_with_na,sum_pe_with_na,sum_pe,mean_pe
03/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,-1,0,1,0,,0,,0,,0,,0,,0,,-0.35030083,-0.35030083,-0.35030083,-0.35030083,-0.35030083
04/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
05/12/2013,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,2,1,1,0.666666667,0.333333333,0.489340993,0.489340993,0.815492929,0.815492929,0,,0,,0,,0,,-0.315270747,-0.315270747,0.989563175,0.989563175,0.329854392
06/12/2013,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0.733943636,0.733943636,0,,0,,0,,0,,0,,0.733943636,0.733943636,0.733943636
07/12/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,1,1,0,0.5,0.5,-0.559593106,-0.559593106,0,,0,,0,,0,,0,,0.716256328,0.716256328,0.156663222,0.156663222,0.078331611
08/12/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,0,1,1,0,1,0,1,0,,,,,4,1,3,-2,0.25,0.75,-0.503633796,-0.503633796,-0.339450727,-0.339450727,0,,0,,-0.519773768,-0.519773768,0.608883433,0.608883433,0,,-0.753974858,-0.753974858,-0.188493714
09/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
10/12/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,0,3,1,2,-1,0.333333333,0.666666667,-0.453270416,-0.453270416,-0.305505655,-0.305505655,0,,0,,0,,0,,0.644630695,0.644630695,-0.114145376,-0.114145376,-0.038048459
11/12/2013,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0.725044911,0.725044911,0,,0,,0,,0,,0,,0.725044911,0.725044911,0.725044911
12/12/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,1,1,0,0.5,0.5,-0.407943374,-0.407943374,0,,0,,0,,0,,0,,0.580167626,0.580167626,0.172224251,0.172224251,0.086112126
13/12/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,-2,0,1,0,,-0.34745958,-0.34745958,0,,0,,0,,0,,-0.477849137,-0.477849137,-0.825308717,-0.825308717,-0.412654359
14/12/2013,,,,,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,,0.687286378,0.687286378,0,,0,,0,,0,,0,,0.687286378,0.687286378,0.687286378
15/12/2013,1,0,1,0,1,,,,,,,,,,,,,0,1,1,0,0,1,1,0,,,,,3,1,2,-1,0.333333333,0.666666667,0.632850963,0.632850963,0,,0,,0,,-0.467796391,-0.467796391,-0.45200491,-0.45200491,0,,-0.286950339,-0.286950339,-0.095650113
16/12/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,0,2,1,1,0,0.5,0.5,0,,-0.38144226,-0.38144226,0,,0,,0,,0,,0.569935777,0.569935777,0.188493517,0.188493517,0.094246758
17/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
18/12/2013,0,1,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,1,2,-1,0.333333333,0.666666667,-0.430434133,-0.430434133,0.656701966,0.656701966,0,,0,,0,,0,,-0.487057801,-0.487057801,-0.260789968,-0.260789968,-0.086929989
19/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
20/12/2013,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,-2,0,1,-0.38739072,-0.38739072,0,,0,,0,,0,,0,,-0.438352021,-0.438352021,-0.825742741,-0.825742741,-0.41287137
21/12/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1,0,1,-1,0,1,0,,-0.408968231,-0.408968231,0,,0,,0,,0,,0,,-0.408968231,-0.408968231,-0.408968231
22/12/2013,1,0,1,0,1,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,3,3,0,3,1,0,0.651348352,0.651348352,0,,0,,0,,0.578983248,0.578983248,0.593195581,0.593195581,0,,1.823527181,1.823527181,0.607842394
23/12/2013,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,0,1,1,0,3,2,1,1,0.666666667,0.333333333,0.586213517,0.586213517,0.631928592,0.631928592,0,,0,,0,,0,,-0.394516819,-0.394516819,0.82362529,0.82362529,0.274541763
24/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
25/12/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,-2,0,1,0,,-0.431264267,-0.431264267,0,,0,,0,,0,,-0.355065137,-0.355065137,-0.786329404,-0.786329404,-0.393164702
26/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
27/12/2013,0,1,1,0,1,0,1,1,0,,,,,,,,,,,,,,,,,1,0,1,0,3,1,2,-1,0.333333333,0.666666667,-0.472407835,-0.472407835,-0.38813784,-0.38813784,0,,0,,0,,0,,0.680441377,0.680441377,-0.180104298,-0.180104298,-0.060034766
28/12/2013,,,,,1,0,1,1,0,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,-2,0,1,0,,-0.349324056,-0.349324056,0,,0,,0,,0,,-0.387602761,-0.387602761,-0.736926817,-0.736926817,-0.368463408
29/12/2013,1,0,1,0,1,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,3,3,0,3,1,0,0.574832949,0.574832949,0,,0,,0,,0.521084923,0.521084923,0.533876023,0.533876023,0,,1.629793894,1.629793894,0.543264631
30/12/2013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,,0,,0,,0,,0,,0,,0,,,0,
31/12/2013,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,1,1,0,0.5,0.5,0.517349654,0.517349654,0,,0,,0,,0,,0,,-0.348842485,-0.348842485,0.168507169,0.168507169,0.084253584
